1	(Intercept)	13.482935493748563260397	0.066080896474191103129
2	area_imp	0.002783216432487924195	0.000045483856780157371
3	jardim_imp	0.032867409282141976656	0.006474408418950034459
4	garagem_imp	0.057404485630337107049	0.005908113321437574901
5	terraco_imp	0.052790841380953086592	0.006778024177852243898
6	varanda_imp	0.006465471551670242019	0.005553721307349823721
7	tipologia_fT0	-0.804907148558548168893	0.063656012786271504167
8	tipologia_fT1	-0.659297209746738221980	0.063320997170454265679
9	tipologia_fT2	-0.388844406524873009712	0.063022538180085033166
10	tipologia_fT3	-0.140299142712026508883	0.062763755143119021040
11	tipologia_fT4	0.053256374163509277719	0.062757741403718134143
12	tipologia_fT5	-0.000079639714370129174	0.066670373243511216188
13	tipologia_fT6	-0.254157322185179224139	0.077075517145749644632
14	tipologia_fT9+	-0.341819757285935221791	0.062754183758005718796
15	neighbourhood_fBaixa do Porto	-0.143395602376842734582	0.045527542887401253879
16	neighbourhood_fBonfim	-0.368275301871247406904	0.018112470506432221118
17	neighbourhood_fCampanhã	-0.515855881887935185937	0.017613363684977272755
18	neighbourhood_fCedofeita	-0.188410338142809496986	0.017024145172246148844
19	neighbourhood_fCustóias	-0.591882983515333305213	0.026307923458581849996
20	neighbourhood_fFozDoDouro	0.113564387367498936809	0.023496722901305226033
